Observations	YearOrd	Day	quantum	GroupCount	mean_MO	median_MO	numel_MO	std_MO	Fun5_MO	Fun6_MO	mean_Fco2_21m_nee_stat_int_Ustar	median_Fco2_21m_nee_stat_int_Ustar	numel_Fco2_21m_nee_stat_int_Ustar	std_Fco2_21m_nee_stat_int_Ustar	Fun5_Fco2_21m_nee_stat_int_Ustar	Fun6_Fco2_21m_nee_stat_int_Ustar	mean_Fco2_21m_nee_stat_int	median_Fco2_21m_nee_stat_int	numel_Fco2_21m_nee_stat_int	std_Fco2_21m_nee_stat_int	Fun5_Fco2_21m_nee_stat_int	Fun6_Fco2_21m_nee_stat_int	mean_w_h2o_21m	median_w_h2o_21m	numel_w_h2o_21m	std_w_h2o_21m	Fun5_w_h2o_21m	Fun6_w_h2o_21m	mean_w_h2o_21m_Ustar	median_w_h2o_21m_Ustar	numel_w_h2o_21m_Ustar	std_w_h2o_21m_Ustar	Fun5_w_h2o_21m_Ustar	Fun6_w_h2o_21m_Ustar	mean_q	median_q	numel_q	std_q	Fun5_q	Fun6_q
1998_340_night	1998	340	night	30	12	12	30	0	12	12	0.213181818181818	0.294	11	0.231074800954937	-0.026	0.324	0.265176470588235	0.294	17	0.221575392162047	0.163	0.44775	0.246	0.084	30	0.339382908557119	0.018	0.396	0.445	0.3395	12	0.430645815237787	0.0335	0.8795	0	0	30	0	0	0
1998_340_day	1998	340	day	18	12	12	18	0	12	12	0.498928571428571	0.467	14	0.350331373742877	0.164	0.865	0.498928571428571	0.467	14	0.350331373742877	0.164	0.865	1.10983333333333	1.036	18	0.770665583230801	0.518	1.6	1.10983333333333	1.036	18	0.770665583230801	0.518	1.6	1	1	18	0	1	1
1998_341_night	1998	341	night	30	12	12	30	0	12	12	0.458454545454545	0.454	22	0.334230420557396	0.163	0.735	0.458454545454545	0.454	22	0.334230420557396	0.163	0.735	0.323966666666667	0.257	30	0.302337272655526	0.103	0.546	0.416913043478261	0.303	23	0.285181427586574	0.2055	0.62675	0	0	30	0	0	0
1998_341_day	1998	341	day	18	12	12	18	0	12	12	0.193388888888889	0.2505	18	0.690698635133416	-0.136	0.799	0.193388888888889	0.2505	18	0.690698635133416	-0.136	0.799	0.293055555555556	0.265	18	0.132557855170187	0.188	0.384	0.293055555555556	0.265	18	0.132557855170187	0.188	0.384	1	1	18	0	1	1
1998_342_night	1998	342	night	30	12	12	30	0	12	12	0.546263157894737	0.604	19	0.604798115269813	0.19875	1.08125	0.42552	0.397	25	0.578041385484926	-0.0085	0.85925	0.0586666666666667	0.0075	30	0.234018763369939	-0.02	0.068	0.0738947368421053	-0.005	19	0.295012032661728	-0.068	0.07775	0	0	30	0	0	0
1998_342_day	1998	342	day	18	12	12	18	0	12	12	0.377352941176471	0.448	17	0.327063247166445	0.149	0.592	0.377352941176471	0.448	17	0.327063247166445	0.149	0.592	0.221333333333333	0.206	18	0.221049901206785	0.072	0.365	0.221333333333333	0.206	18	0.221049901206785	0.072	0.365	1	1	18	0	1	1
1998_343_night	1998	343	night	30	12	12	30	0	12	12	0.290266666666667	0.235	15	0.343698677554018	0.15775	0.387	0.274941176470588	0.232	17	0.324634307835031	0.14675	0.335	0.1013	0.028	30	0.48042955994502	-0.044	0.274	0.176733333333333	0.205	15	0.662085931697979	-0.32	0.76425	0	0	30	0	0	0
1998_343_day	1998	343	day	18	12	12	18	0	12	12	0.393888888888889	0.437	18	0.252854035757179	0.248	0.562	0.393888888888889	0.437	18	0.252854035757179	0.248	0.562	0.754166666666667	0.641	18	0.39206050703491	0.503	0.924	0.754166666666667	0.641	18	0.39206050703491	0.503	0.924	1	1	18	0	1	1
1998_344_night	1998	344	night	30	12	12	30	0	12	12	0.315	0.368	15	0.319941735767177	0.22925	0.517	0.307058823529412	0.35	17	0.300804228400349	0.2155	0.503	0.429	0.2635	30	0.668424343847736	0.057	0.792	0.808866666666667	0.792	15	0.732335000106476	0.42	1.29	0	0	30	0	0	0
1998_344_day	1998	344	day	18	12	12	18	0	12	12	0.367133333333333	0.455	15	0.188911493512048	0.2015	0.49775	0.339176470588235	0.454	17	0.195364798292233	0.1475	0.48925	1.52216666666667	1.49	18	0.674710504369009	0.944	2.03	1.6209375	1.575	16	0.629840029293153	1.102	2.04	1	1	18	0	1	1
1998_345_night	1998	345	night	30	12	12	30	0	12	12	0.351913043478261	0.306	23	0.368608059035299	0.15025	0.6385	0.351913043478261	0.306	23	0.368608059035299	0.15025	0.6385	0.762633333333333	0.711	30	0.460047260190945	0.415	1	0.91325	0.8815	24	0.382113715148184	0.6565	1.125	0	0	30	0	0	0
1998_345_day	1998	345	day	18	12	12	18	0	12	12	0.492444444444444	0.536	18	0.229132179223163	0.267	0.68	0.492444444444444	0.536	18	0.229132179223163	0.267	0.68	1.95833333333333	1.91	18	0.518961066203713	1.67	2.4	1.95833333333333	1.91	18	0.518961066203713	1.67	2.4	1	1	18	0	1	1
1998_346_night	1998	346	night	30	12	12	30	0	12	12	0.369366666666667	0.346	30	0.271641051609546	0.231	0.507	0.369366666666667	0.346	30	0.271641051609546	0.231	0.507	0.783266666666667	0.693	30	0.331228427621132	0.546	1.03	0.783266666666667	0.693	30	0.331228427621132	0.546	1.03	0	0	30	0	0	0
1998_346_day	1998	346	day	18	12	12	18	0	12	12	0.434555555555556	0.536	18	0.479405664181884	0.213	0.856	0.434555555555556	0.536	18	0.479405664181884	0.213	0.856	0.504277777777778	0.482	18	0.203284444460163	0.434	0.576	0.504277777777778	0.482	18	0.203284444460163	0.434	0.576	1	1	18	0	1	1
1998_347_night	1998	347	night	30	12	12	30	0	12	12	0.376758620689655	0.438	29	0.42716153311067	0.28375	0.604	0.376758620689655	0.438	29	0.42716153311067	0.28375	0.604	0.396166666666667	0.425	30	0.167055655259027	0.318	0.506	0.396166666666667	0.425	30	0.167055655259027	0.318	0.506	0	0	30	0	0	0
1998_347_day	1998	347	day	18	12	12	18	0	12	12	0.588	0.554	17	0.386722284074761	0.39675	0.902	0.588	0.554	17	0.386722284074761	0.39675	0.902	0.358777777777778	0.3945	18	0.173521843193759	0.302	0.45	0.358777777777778	0.3945	18	0.173521843193759	0.302	0.45	1	1	18	0	1	1
1998_348_night	1998	348	night	30	12	12	30	0	12	12	0.21455	0.2215	20	0.749243441219559	0.05	0.486	0.17956	0.147	25	0.672236508479964	0.01125	0.4725	0.178	0.1355	30	0.185585002366701	0.008	0.365	0.2658	0.281	20	0.165695535625785	0.1355	0.394	0	0	30	0	0	0
1998_348_day	1998	348	day	18	12	12	18	0	12	12	0.367727272727273	0.265	11	0.451031726358377	0.1845	0.40075	0.367727272727273	0.265	11	0.451031726358377	0.1845	0.40075	0.388529411764706	0.44	17	0.216746717866459	0.238	0.5265	0.388529411764706	0.44	17	0.216746717866459	0.238	0.5265	1	1	18	0	1	1
1998_349_night	1998	349	night	30	12	12	30	0	12	12	0.256090909090909	0.189	22	0.404287487185013	-0.046	0.546	0.244434782608696	0.182	23	0.398928317334758	-0.0375	0.524	0.131966666666667	0.054	30	0.231958896973273	-0.005	0.255	0.174217391304348	0.175	23	0.250590023113041	0.0115	0.35775	0	0	30	0	0	0
1998_349_day	1998	349	day	18	12	12	18	0	12	12	0.557125	0.47	16	0.533120483568208	0.2125	0.738	0.547470588235294	0.454	17	0.517724240987306	0.21475	0.725	0.424611111111111	0.466	18	0.200674198607913	0.337	0.589	0.446294117647059	0.472	17	0.183835104341459	0.37975	0.59125	1	1	18	0	1	1
1998_350_night	1998	350	night	30	12	12	30	0	12	12	0.359966666666667	0.425	30	0.450206503065314	0.057	0.609	0.359966666666667	0.425	30	0.450206503065314	0.057	0.609	0.353733333333333	0.3125	30	0.232422761858397	0.201	0.563	0.353733333333333	0.3125	30	0.232422761858397	0.201	0.563	0	0	30	0	0	0
1998_350_day	1998	350	day	18	12	12	18	0	12	12	0.438470588235294	0.475	17	0.367858008891858	0.188	0.6465	0.438470588235294	0.475	17	0.367858008891858	0.188	0.6465	0.5985	0.5715	18	0.212480656559049	0.453	0.709	0.5985	0.5715	18	0.212480656559049	0.453	0.709	1	1	18	0	1	1
1998_351_night	1998	351	night	30	12	12	30	0	12	12	0.3501	0.301	30	0.469405666039882	0.026	0.658	0.3501	0.301	30	0.469405666039882	0.026	0.658	0.595466666666667	0.546	30	0.282123320227329	0.408	0.747	0.595466666666667	0.546	30	0.282123320227329	0.408	0.747	0	0	30	0	0	0
1998_351_day	1998	351	day	18	12	12	18	0	12	12	0.235333333333333	0.051	18	0.529888889574142	-0.06	0.775	0.235333333333333	0.051	18	0.529888889574142	-0.06	0.775	0.853833333333333	1.0045	18	0.306401937100312	0.556	1.11	0.853833333333333	1.0045	18	0.306401937100312	0.556	1.11	1	1	18	0	1	1
1998_352_night	1998	352	night	30	12	12	30	0	12	12	0.612266666666667	0.47	15	0.556647165327074	0.2825	0.93725	0.612266666666667	0.47	15	0.556647165327074	0.2825	0.93725	0.4424	0.462	30	0.66446450308656	0.217	0.741	0.4424	0.462	30	0.66446450308656	0.217	0.741	0	0	30	0	0	0
1998_352_day	1998	352	day	18	12	12	18	0	12	12	0.4	0.521	15	0.676448815506391	-0.034	0.83525	0.4	0.521	15	0.676448815506391	-0.034	0.83525	0.842705882352941	0.625	17	0.7009055539716	0.35575	1.04	0.842705882352941	0.625	17	0.7009055539716	0.35575	1.04	1	1	18	0	1	1
1998_353_night	1998	353	night	30	12	12	30	0	12	12	0.2845	-0.03	4	0.785636684479537	-0.208	0.777	0.2845	-0.03	4	0.785636684479537	-0.208	0.777	0.389833333333333	0.3005	24	1.00568348667079	-0.051	1.0685	0.388727272727273	0.2815	22	1.05227980082333	-0.072	1.15	0	0	30	0	0	0
1998_353_day	1998	353	day	18	12	12	18	0	12	12	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.06928571428571	1.11	7	1.51129565983251	-0.3925	1.9175	1.06928571428571	1.11	7	1.51129565983251	-0.3925	1.9175	1	1	18	0	1	1
1998_354_night	1998	354	night	30	12	12	30	0	12	12	-0.0778888888888889	0.125	18	1.06587753898118	-0.491	0.447	-0.0158095238095238	0.066	21	1.01200635467608	-0.3665	0.5015	0.340241379310345	0.141	29	0.851873718641628	-0.06575	0.5355	0.4351	0.1645	20	0.991522322385872	-0.0825	0.6625	0	0	30	0	0	0
1998_354_day	1998	354	day	18	12	12	18	0	12	12	0.402	0.5935	12	0.80837794940913	0.3455	0.811	0.365222222222222	0.524	18	0.667770967742292	0.19	0.689	0.819588235294118	0.621	17	0.846819126114273	0.26025	1.2925	0.822181818181818	0.661	11	0.874489658964795	0.03225	1.3175	1	1	18	0	1	1
1998_355_night	1998	355	night	30	12	12	30	0	12	12	0.3202	0.393	15	0.848520746442217	0.058	0.731	0.326882352941177	0.393	17	0.803204121188455	0.04125	0.73925	0.683233333333333	0.8385	30	0.624189774597953	0.013	1.27	1.10433333333333	1.26	18	0.43370144244223	1.01	1.31	0	0	30	0	0	0
1998_355_day	1998	355	day	18	12	12	18	0	12	12	0.245142857142857	0.2375	14	0.477829846951153	-0.017	0.531	0.245142857142857	0.2375	14	0.477829846951153	-0.017	0.531	2.00555555555556	1.925	18	0.756005152660796	1.31	2.66	2.00555555555556	1.925	18	0.756005152660796	1.31	2.66	1	1	18	0	1	1
1998_356_night	1998	356	night	30	12	12	30	0	12	12	0.0425416666666667	-0.0315	24	0.828069414185879	-0.4975	0.268	0.0348	-0.039	25	0.811558069394914	-0.48275	0.266	0.585166666666666	0.872	30	0.682884605960239	-0.042	1.2	0.668037037037037	0.931	27	0.668553920584828	0.02025	1.2075	0	0	30	0	0	0
1998_356_day	1998	356	day	18	12	12	18	0	12	12	0.138777777777778	0.22	18	0.55784886795361	-0.44	0.6	0.138777777777778	0.22	18	0.55784886795361	-0.44	0.6	0.628611111111111	0.691	18	0.40108281950811	0.212	0.94	0.628611111111111	0.691	18	0.40108281950811	0.212	0.94	1	1	18	0	1	1
1998_357_night	1998	357	night	30	12	12	30	0	12	12	0.15762962962963	-0.022	27	0.904223897909062	-0.33675	0.877	0.15762962962963	-0.022	27	0.904223897909062	-0.33675	0.877	0.1172	0.182	30	0.282994139088817	-0.029	0.225	0.154379310344828	0.184	29	0.199989537903701	-0.00875000000000001	0.229	0	0	30	0	0	0
1998_357_day	1998	357	day	18	12	12	18	0	12	12	0.352882352941177	0.252	17	0.705766062724836	-0.274	0.8725	0.352882352941177	0.252	17	0.705766062724836	-0.274	0.8725	0.501388888888889	0.4585	18	0.294015033406935	0.3	0.742	0.501388888888889	0.4585	18	0.294015033406935	0.3	0.742	1	1	18	0	1	1
1998_358_night	1998	358	night	30	12	12	30	0	12	12	0.525206896551724	0.489	29	0.660524865937814	0.15275	0.97375	0.525206896551724	0.489	29	0.660524865937814	0.15275	0.97375	0.761275862068965	0.307	29	0.892197923931669	0.141	1.785	0.761275862068965	0.307	29	0.892197923931669	0.141	1.785	0	0	30	0	0	0
1998_358_day	1998	358	day	18	12	12	18	0	12	12	0.322090909090909	0.157	11	0.948030216242653	-0.43775	0.93725	0.322090909090909	0.157	11	0.948030216242653	-0.43775	0.93725	0.907764705882353	0.743	17	0.661782963800422	0.553	1.08	0.907764705882353	0.743	17	0.661782963800422	0.553	1.08	1	1	18	0	1	1
1998_359_night	1998	359	night	30	12	12	30	0	12	12	0.310896551724138	0.302	29	0.629279766582831	-0.2065	0.728	0.310896551724138	0.302	29	0.629279766582831	-0.2065	0.728	1.56193333333333	1.535	30	0.540694631985071	1.22	1.97	1.56193333333333	1.535	30	0.540694631985071	1.22	1.97	0	0	30	0	0	0
1998_359_day	1998	359	day	18	12	12	18	0	12	12	0.278	0.274	16	0.487443398423516	-0.1315	0.4855	0.278	0.274	16	0.487443398423516	-0.1315	0.4855	1.76444444444444	1.96	18	0.574274193807455	1.22	2.25	1.76444444444444	1.96	18	0.574274193807455	1.22	2.25	1	1	18	0	1	1
1998_360_night	1998	360	night	30	12	12	30	0	12	12	0.2729	0.207	30	0.469440191188876	0.046	0.527	0.2729	0.207	30	0.469440191188876	0.046	0.527	2.30814285714286	2.315	28	0.902282197553052	1.6	2.98	2.30814285714286	2.315	28	0.902282197553052	1.6	2.98	0	0	30	0	0	0
1998_360_day	1998	360	day	18	12	12	18	0	12	12	0.310625	0.34	16	0.526663950414937	-0.203	0.717	0.310625	0.34	16	0.526663950414937	-0.203	0.717	1.63955555555556	1.295	18	0.98317207052552	0.895	2.07	1.63955555555556	1.295	18	0.98317207052552	0.895	2.07	1	1	18	0	1	1
1998_361_night	1998	361	night	30	12	12	30	0	12	12	0.259925925925926	0.3	27	0.46323543822237	0.0055	0.51775	0.259925925925926	0.3	27	0.46323543822237	0.0055	0.51775	2.59888888888889	2.84	27	1.27337553628545	1.2425	3.73	2.59888888888889	2.84	27	1.27337553628545	1.2425	3.73	0	0	30	0	0	0
1998_361_day	1998	361	day	18	12	12	18	0	12	12	0.0294	0.198	15	0.435717110061104	-0.28325	0.379	0.0294	0.198	15	0.435717110061104	-0.28325	0.379	2.67722222222222	2.885	18	0.755059838342051	1.89	3.22	2.67722222222222	2.885	18	0.755059838342051	1.89	3.22	1	1	18	0	1	1
1998_362_night	1998	362	night	30	12	12	30	0	12	12	0.276178571428571	0.2815	28	0.63229359411071	-0.137	0.7735	0.276178571428571	0.2815	28	0.63229359411071	-0.137	0.7735	3.12965517241379	3.19	29	0.792399082166757	2.4125	3.69	3.12965517241379	3.19	29	0.792399082166757	2.4125	3.69	0	0	30	0	0	0
1998_362_day	1998	362	day	18	12	12	18	0	12	12	0.104764705882353	0.01	17	0.427616728129841	-0.17475	0.3255	0.104764705882353	0.01	17	0.427616728129841	-0.17475	0.3255	3.97647058823529	4.01	17	0.584529096543433	3.6325	4.425	3.97647058823529	4.01	17	0.584529096543433	3.6325	4.425	1	1	18	0	1	1
1998_363_night	1998	363	night	30	12	12	30	0	12	12	0.420652173913043	0.365	23	0.716176692818168	-0.0815	0.957	0.420652173913043	0.365	23	0.716176692818168	-0.0815	0.957	2.68904	2.79	25	1.15715514949379	1.93	3.39	2.68904	2.79	25	1.15715514949379	1.93	3.39	0	0	30	0	0	0
1998_363_day	1998	363	day	18	12	12	18	0	12	12	0.0653333333333333	-0.01	18	0.801140290277478	-0.343	0.68	0.0653333333333333	-0.01	18	0.801140290277478	-0.343	0.68	1.95222222222222	1.93	18	0.697715225538122	1.19	2.35	1.95222222222222	1.93	18	0.697715225538122	1.19	2.35	1	1	18	0	1	1
1998_364_night	1998	364	night	30	12	12	30	0	12	12	-0.558	-0.558	2	0.879640835796065	-1.18	0.064	-0.558	-0.558	2	0.879640835796065	-1.18	0.064	0.825666666666667	0.309	30	1.0554679084402	0.1	1.17	0.825666666666667	0.309	30	1.0554679084402	0.1	1.17	0	0	30	0	0	0
1998_364_day	1998	364	day	18	12	12	18	0	12	12	0.602	0.602	2	0.336582827844797	0.364	0.84	0.602	0.602	2	0.336582827844797	0.364	0.84	2.16755555555556	2.025	18	1.12253605849183	1.63	2.94	2.16755555555556	2.025	18	1.12253605849183	1.63	2.94	1	1	18	0	1	1
1998_365_night	1998	365	night	30	12	12	30	0	12	12	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.104045454545455	0.1075	22	0.160684096250621	0.028	0.182	0.104045454545455	0.1075	22	0.160684096250621	0.028	0.182	0	0	30	0	0	0
1998_365_day	1998	365	day	18	12	12	18	0	12	12	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.331823529411765	0.268	17	0.273152941429824	0.119	0.5935	0.331823529411765	0.268	17	0.273152941429824	0.119	0.5935	1	1	18	0	1	1
1999_1_night	1999	1	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.56937037037037	0.639	27	0.670200495153281	0.29625	0.92125	0.56937037037037	0.639	27	0.670200495153281	0.29625	0.92125	0	0	30	0	0	0
1999_1_day	1999	1	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.08466666666667	0.7815	18	0.88872592215254	0.508	1.37	1.08466666666667	0.7815	18	0.88872592215254	0.508	1.37	1	1	18	0	1	1
1999_2_night	1999	2	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.739777777777778	0.663	27	0.782849053793668	0.17525	1.4675	0.818625	0.6665	24	0.780457157696693	0.2445	1.505	0	0	30	0	0	0
1999_2_day	1999	2	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	2.13433333333333	2.14	18	0.847148295928238	1.73	2.75	2.13433333333333	2.14	18	0.847148295928238	1.73	2.75	1	1	18	0	1	1
1999_3_night	1999	3	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.02263333333333	0.9425	30	0.316166857227628	0.834	1.18	1.02263333333333	0.9425	30	0.316166857227628	0.834	1.18	0	0	30	0	0	0
1999_3_day	1999	3	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.60944444444444	1.605	18	0.297706373743191	1.35	1.83	1.60944444444444	1.605	18	0.297706373743191	1.35	1.83	1	1	18	0	1	1
1999_4_night	1999	4	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	2.22790909090909	2.155	22	1.0098415674461	1.31	3.07	2.22790909090909	2.155	22	1.0098415674461	1.31	3.07	0	0	30	0	0	0
1999_4_day	1999	4	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	3.662	3.22	15	1.00830975966147	3.04	4.7725	3.662	3.22	15	1.00830975966147	3.04	4.7725	1	1	18	0	1	1
1999_5_night	1999	5	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	3.27	3.27	1	0	3.27	3.27	3.27	3.27	1	0	3.27	3.27	0	0	30	0	0	0
1999_5_day	1999	5	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1	18	0	1	1
1999_6_night	1999	6	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	30	0	0	0
1999_6_day	1999	6	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1	18	0	1	1
1999_7_night	1999	7	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.1134	0.917	15	0.748629299834991	0.532	1.6675	1.1134	0.917	15	0.748629299834991	0.532	1.6675	0	0	30	0	0	0
1999_7_day	1999	7	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.53155555555556	1.76	9	0.766812739707536	0.981	2.215	1.53155555555556	1.76	9	0.766812739707536	0.981	2.215	1	1	18	0	1	1
1999_8_night	1999	8	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1.39146428571429	1.225	28	0.847552969267577	0.842	1.85	1.39146428571429	1.225	28	0.847552969267577	0.842	1.85	0	0	30	0	0	0
1999_8_day	1999	8	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.896117647058823	0.812	17	0.589025878288991	0.60025	1.17	0.896117647058823	0.812	17	0.589025878288991	0.60025	1.17	1	1	18	0	1	1
1999_9_night	1999	9	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	30	0	0	0
1999_9_day	1999	9	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1	18	0	1	1
1999_10_night	1999	10	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	30	0	0	0
1999_10_day	1999	10	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1	18	0	1	1
1999_11_night	1999	11	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	30	0	0	0
1999_11_day	1999	11	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1	18	0	1	1
1999_12_night	1999	12	night	30	1	1	30	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.00686666666666667	0.289	15	0.571428269047539	-0.18675	0.3685	0.00671428571428575	0.2945	14	0.592998823266627	-0.252	0.371	0	0	30	0	0	0
1999_12_day	1999	12	day	18	1	1	18	0	1	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.055125	0.048	8	0.524469647085783	-0.076	0.4425	0.055125	0.048	8	0.524469647085783	-0.076	0.4425	1	1	18	0	1	1
1999_13_night	1999	13	night	30	1	1	30	0	1	1	0.41975	0.319	28	0.48829883268343	0.115	0.6885	0.41975	0.319	28	0.48829883268343	0.115	0.6885	0.8328	0.871	30	0.670076856116855	0.188	1.37	0.8328	0.871	30	0.670076856116855	0.188	1.37	0	0	30	0	0	0
1999_13_day	1999	13	day	18	1	1	18	0	1	1	0.0746428571428571	0.2255	14	0.499268173220774	-0.144	0.415	0.0746428571428571	0.2255	14	0.499268173220774	-0.144	0.415	0.952777777777778	0.83	18	0.466249813821828	0.643	1.34	0.952777777777778	0.83	18	0.466249813821828	0.643	1.34	1	1	18	0	1	1
1999_14_night	1999	14	night	29	1	1	29	0	1	1	0.1485	0.219	26	0.419810933635607	-0.168	0.416	0.1485	0.219	26	0.419810933635607	-0.168	0.416	1.43279310344828	1.47	29	1.14047842026651	0.378	2.205	1.43279310344828	1.47	29	1.14047842026651	0.378	2.205	0	0	29	0	0	0
1999_14_day	1999	14	day	19	1	1	19	0	1	1	0.427133333333333	0.488	15	0.463547634579025	0.13825	0.69175	0.427133333333333	0.488	15	0.463547634579025	0.13825	0.69175	2.34083333333333	2.74	18	1.33080472116774	1.22	3.52	2.34083333333333	2.74	18	1.33080472116774	1.22	3.52	1	1	19	0	1	1
1999_15_night	1999	15	night	29	1	1	29	0	1	1	0.508727272727273	0.5475	22	0.511085416569777	0.207	0.797	0.508727272727273	0.5475	22	0.511085416569777	0.207	0.797	1.32684615384615	0.7175	26	1.20493510837083	0.307	2.06	1.32684615384615	0.7175	26	1.20493510837083	0.307	2.06	0	0	29	0	0	0
1999_15_day	1999	15	day	19	1	1	19	0	1	1	0.606647058823529	0.744	17	0.50826075261332	0.0995	0.98375	0.606647058823529	0.744	17	0.50826075261332	0.0995	0.98375	1.63342105263158	1.46	19	0.936714193087819	0.9285	2.2825	1.63342105263158	1.46	19	0.936714193087819	0.9285	2.2825	1	1	19	0	1	1
1999_16_night	1999	16	night	29	1	1	29	0	1	1	0.150777777777778	0.197	27	0.415640130339598	-0.141	0.325	0.150777777777778	0.197	27	0.415640130339598	-0.141	0.325	1.17480769230769	0.743	26	1.16674134303129	0.255	1.8	1.17480769230769	0.743	26	1.16674134303129	0.255	1.8	0	0	29	0	0	0
1999_16_day	1999	16	day	19	1	1	19	0	1	1	0.2935	0.46	18	0.611317983107473	-0.046	0.787	0.2935	0.46	18	0.611317983107473	-0.046	0.787	1.87114285714286	2.1	14	1.3730482571576	0.34	2.82	1.87114285714286	2.1	14	1.3730482571576	0.34	2.82	1	1	19	0	1	1
1999_17_night	1999	17	night	29	1	1	29	0	1	1	0.3705	0.406	28	0.41339538064756	0.0175	0.592	0.3705	0.406	28	0.41339538064756	0.0175	0.592	2.17030769230769	2.045	26	1.05847708597705	1.79	2.73	2.17030769230769	2.045	26	1.05847708597705	1.79	2.73	0	0	29	0	0	0
1999_17_day	1999	17	day	19	1	1	19	0	1	1	0.156842105263158	0.229	19	0.502961922919054	-0.1115	0.4295	0.156842105263158	0.229	19	0.502961922919054	-0.1115	0.4295	3.27428571428571	3.515	14	0.716816834084115	2.76	3.75	3.27428571428571	3.515	14	0.716816834084115	2.76	3.75	1	1	19	0	1	1
1999_18_night	1999	18	night	29	1	1	29	0	1	1	0.333206896551724	0.3	29	0.398404978751014	0.08775	0.59425	0.333206896551724	0.3	29	0.398404978751014	0.08775	0.59425	2.45603448275862	2.41	29	0.959119182328938	1.725	3.3225	2.45603448275862	2.41	29	0.959119182328938	1.725	3.3225	0	0	29	0	0	0
